Trace,Exp,Core_0_IPC,Core_0_instructions,Core_0_cycles,Core_0_LLC_total_access,Core_0_LLC_total_hit,Core_0_LLC_total_miss,Core_0_LLC_loads,Core_0_LLC_load_hit,Core_0_LLC_load_miss,Core_0_LLC_RFO_miss,Core_0_LLC_writeback_miss,Core_0_L2C_total_access,Core_0_L2C_total_hit,Core_0_L2C_total_miss,Core_0_L2C_loads,Core_0_L2C_load_hit,Core_0_L2C_load_miss,Core_0_L2C_prefetch_requested,Core_0_L2C_prefetch_issued,Core_0_L2C_prefetch_useful,Core_0_L2C_prefetch_useless,Core_0_L2C_prefetch_late,Core_0_L2C_prefetch_filled,Core_0_L2C_prefetch_dropped,Core_0_L2C_average_miss_latency,Core_0_branch_prediction_accuracy,Core_0_branch_MPKI,Core_0_average_ROB_occupancy_at_mispredict,meta_selected_tsetlin,meta_selected_linucb,meta_selected_stride,meta_selected_pct_tsetlin,meta_selected_pct_linucb,meta_selected_pct_stride,meta_accuracy_ema_tsetlin,meta_accuracy_ema_linucb,meta_accuracy_ema_stride,meta_conf_ema_tsetlin,meta_conf_ema_linucb,meta_conf_ema_stride,meta_total_invocations,meta_all_empty,meta_stride_fallback,meta_single_ml,meta_explore,meta_greedy,meta_loser_boost,meta_sticky_switches,meta_epsilon_current,tsetlin_pt_lookup,tsetlin_pt_hit,tsetlin_pt_insert,tsetlin_predict_called,tsetlin_predict_explore,tsetlin_predict_exploit,tsetlin_predict_predicted,tsetlin_predict_multi_deg_called,tsetlin_predict_multi_deg_issued,tsetlin_reward_called,tsetlin_reward_pt_found,tsetlin_reward_correct_timely,tsetlin_reward_correct_untimely,tsetlin_reward_incorrect,tsetlin_learn_called,tsetlin_learn_positive,tsetlin_learn_negative,tsetlin_featurewise_pooled_predicts,tsetlin_featurewise_weight_updates,linucb_pt_lookup,linucb_pt_hit,linucb_pt_insert,linucb_predict_called,linucb_predict_explore,linucb_predict_exploit,linucb_predict_predicted,linucb_predict_multi_deg_called,linucb_predict_multi_deg_issued,linucb_predict_gating_checked,linucb_predict_gating_suppressed,linucb_reward_called,linucb_reward_pt_found,linucb_reward_correct_timely,linucb_reward_correct_untimely,linucb_reward_incorrect,linucb_learn_called,linucb_learn_positive,linucb_learn_negative,linucb_featurewise_pooled_predicts,linucb_featurewise_weight_updates,linucb_suppress_called,linucb_suppress_suppressed,stride_tracker_lookup,stride_tracker_hit,stride_stride_pos,stride_stride_neg,stride_pref_generated,stride_pref_stride_match,Filter
450.soplex-247B,nopref_MTPS600,0.23796,100000000,420244048,6130975,2995274,3135701,3634600,1448569,2186031,502633,447037,7650596,3320177,4330419,4504115,869513,3634602,0,0,0,0,0,0,0,259.67088,95.12361,8.43054,83.74788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,spp_MTPS600,0.25304,100000000,395190846,10170523,6389981,3780542,3127976,1452213,1675763,471977,384871,8296553,3945752,4350801,4503891,1285266,3218625,7846695,7846678,532911,23524,90776,556436,17,284.02733,95.12361,8.43054,84.04546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,bingo_MTPS600,0.21371,100000000,467915825,12919071,7329675,5589396,2772044,1981821,790223,494720,325634,9788048,5169783,4618265,4504114,1660763,2843351,10478633,10478633,959960,329354,72059,1289314,0,485.38012,95.12361,8.43054,82.60625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,mlop_MTPS600,0.22701,100000000,440500388,8867607,4054997,4812610,3009230,1764126,1245104,480702,469411,8478942,3857728,4621214,4503724,1403699,3100025,4335070,4335070,705357,325220,91378,1030577,0,329.99464,95.12361,8.43054,84.17309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,pythia_MTPS600,0.27354,100000000,365572268,8003666,3967186,4036480,1494534,768569,725965,511978,508770,19348140,13228707,6119433,4504351,2741970,1762381,17194596,17091250,2416907,1915746,270040,4332662,103346,408.0434,95.12361,8.43054,82.73235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,linucb_MTPS600,0.26313,100000000,380046172,7479234,3663693,3815541,2095978,920892,1175086,513393,573186,11255737,5647766,5607971,4504246,2114606,2389640,4942749,4942749,1693886,1353079,295911,3046969,0,302.88335,95.12361,8.43054,83.11717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13597229,5606366,5105858,5398480,27080,5371400,4942749,86676,83591,5360274,0,5398480,2305211,1467334,837877,2571687,5105818,2356017,2571687,5398480,0,5360274,0,0,0,0,0,0,0,0
450.soplex-247B,tsetlin_MTPS600,0.25343,100000000,394581459,7602080,3622329,3979751,2343410,1028264,1315146,514107,601764,11877202,6152054,5725148,4504134,1965885,2538249,5898270,5898199,1509852,1526129,196050,3035983,71,325.89701,95.12361,8.43054,83.37493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13215930,3985040,5099399,5398369,55876,5342493,5898270,2337912,2099647,5398369,1896789,747384,1149405,2691876,5099389,1922848,2691876,5398369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,meta_selector_MTPS600,0.2587,100000000,386541588,8234098,4248007,3986091,1927572,882227,1045345,515692,497968,14431689,8101621,6330068,4504279,2331371,2172908,9353222,9352265,2024095,2186922,246711,4211019,957,326.4477,95.12361,8.43054,82.87937,2687219,2494396,216900,49.777,46.20522,4.01777,0.91188,0.58181,0.42668,0.11765,0.13293,0.94709,5398515,173241,216900,1670572,183008,3328035,350832,422,0.05,14399870,3747989,5096501,5398515,55880,5342635,5863542,2281479,2057005,5398515,1897166,663945,1233221,2699342,5096269,1923478,2699342,5398515,0,14754881,4103974,5139289,5398515,54046,5344469,10199644,4570409,5313523,5319028,0,5398515,2365876,585635,1780241,2536978,5117559,2427378,2536978,5398515,0,5319028,0,5398515,5392375,3542252,1849619,3404274,1719325,0
450.soplex-247B,nopref_MTPS4800,0.27785,100000000,359912311,6131050,2995566,3135484,3634628,1448590,2186038,502458,446988,7650882,3320413,4330469,4504138,869482,3634656,0,0,0,0,0,0,0,158.82024,95.12361,8.43054,83.10905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,spp_MTPS4800,0.32968,100000000,303324936,10391885,6565336,3826549,3126858,1484803,1642055,470376,411326,8306975,3956036,4350939,4503909,1295604,3208305,7898209,7898192,543290,23626,81555,566917,17,146.68756,95.12361,8.43054,83.50633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,bingo_MTPS4800,0.38002,100000000,263144728,12948512,7335508,5613004,2776972,2029111,747861,495347,321624,9821339,5201215,4620124,4504129,1694106,2810023,10455806,10455806,994857,329682,33777,1324539,0,149.06202,95.12361,8.43054,82.06955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,mlop_MTPS4800,0.33572,100000000,297870533,8932630,4097748,4834882,3011620,1777328,1234292,480477,470405,8494856,3870204,4624652,4503853,1415975,3087878,4362995,4362995,717822,328340,76854,1046162,0,144.62967,95.12361,8.43054,83.55024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,pythia_MTPS4800,0.39552,100000000,252832383,8135422,4074745,4060677,1541544,817105,724439,513064,512191,20068320,13822408,6245912,4504294,2759450,1744844,17969888,17824975,2445056,2030288,205435,4475353,144913,172.34344,95.12361,8.43054,81.65056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,linucb_MTPS4800,0.34104,100000000,293216489,7475119,3685783,3789336,2133435,919480,1213955,513389,549738,11290787,5686647,5604140,4504202,2139047,2365155,4961732,4961732,1718010,1349752,233935,3067771,0,159.41901,95.12361,8.43054,82.42977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13620199,5626933,5109909,5398436,27142,5371294,4961732,98914,96267,5360504,0,5398436,2311408,1490637,820771,2570292,5109824,2361041,2570292,5398436,0,5360504,0,0,0,0,0,0,0,0
450.soplex-247B,tsetlin_MTPS4800,0.33906,100000000,294932741,7930837,3765356,4165481,2201385,1002416,1198969,514302,601520,13005654,6963261,6042393,4504105,2141865,2362240,7199968,7199900,1702709,1824546,162049,3527257,68,168.79697,95.12361,8.43054,82.53921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13713617,3724646,5095571,5398340,55876,5342464,7199968,3800579,3395009,5398340,1893862,578980,1314882,2700753,5095559,1919376,2700753,5398340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,meta_selector_MTPS4800,0.35744,100000000,279769545,8511837,4354018,4157819,1824513,868419,956094,515149,539276,15562675,8963913,6598762,4504235,2478920,2025315,10612475,10611436,2185050,2440478,202154,4625537,1039,163.64493,95.12361,8.43054,81.87899,2616722,2565412,216337,48.47154,47.52108,4.00738,0.88842,0.84122,0.29616,0.11765,0.13457,0.94709,5398471,169350,216337,1663047,183416,3335671,351594,674,0.05,14827292,3584626,5096487,5398471,55879,5342592,7227081,3811815,3411133,5398471,1897915,567747,1330168,2712473,5096262,1924366,2712473,5398471,0,15150478,4017736,5157274,5398471,53934,5344537,10785538,4885273,5900265,5320212,0,5398471,2345470,561018,1784452,2562909,5135792,2406744,2562909,5398471,0,5320212,0,5398471,5392325,3546582,1845234,3419647,1727166,0
450.soplex-247B,tsetlin_no_dyn_deg,0.30785,100000000,324828764,7091891,3391205,3700686,2685483,1098256,1587227,510408,531303,10163681,4923148,5240533,4504122,1689927,2814195,3307455,3307455,1105564,960620,129940,2066185,0,176.84213,95.12361,8.43054,83.04449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11603280,3684023,5136093,5398356,55881,5342475,3307455,0,0,5398356,1460380,989045,471335,2366659,5136083,1493320,2366659,5398356,3864410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,linucb_no_dyn_deg,0.35238,100000000,283783612,7560648,3656472,3904176,1872253,864698,1007555,507727,608964,11396713,5710476,5686237,4504193,2348419,2155774,4948890,4948890,1968895,1442616,284407,3411514,0,175.21592,95.12361,8.43054,82.39828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13994964,6116654,5162308,5398434,26962,5371472,4948890,0,0,5368683,0,5398434,2469014,1775874,693140,2490010,5162278,2489698,2490010,5398434,5726579,5368683,0,0,0,0,0,0,0,0
450.soplex-247B,tsetlin_no_featurewise,0.32682,100000000,305976666,7661338,3654080,4007258,2315388,1030502,1284886,510762,558720,12168236,6384140,5784096,4504082,2030523,2473559,6078350,6078341,1557504,1547712,159455,3105218,9,179.97689,95.12361,8.43054,82.89661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12914313,3694155,4808979,5398315,55876,5342439,6078350,3210229,2748270,5398315,1699526,609491,1090035,2243765,4808964,1751507,2243765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B,linucb_no_featurewise,0.34121,100000000,293073531,7498447,3727280,3771167,2103242,964021,1139221,511180,508935,11198183,5571539,5626644,4504211,2214358,2289853,4610071,4610071,1788921,1368162,187954,3157092,0,174.72468,95.12361,8.43054,82.88072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13644643,5844060,4809662,5398451,26773,5371678,4610071,129396,109760,5354897,0,5398451,2183291,1512530,670761,2325023,4809626,2194744,2325023,0,0,5354897,0,0,0,0,0,0,0,0
450.soplex-247B,meta_selector_no_explore,0.34701,100000000,288176988,8495494,4337841,4157653,1805171,848336,956835,516252,541720,15463182,8880350,6582832,4504279,2469992,2034287,10571560,10570479,2182550,2424089,230495,4606645,1081,177.96382,95.12361,8.43054,82.02938,2658534,2538689,201298,49.2456,47.02564,3.72876,0.97937,0.60556,0.47885,0.11765,0.13463,0.94709,5398521,163960,201298,1635863,0,3561360,355333,552,0,14792896,3632418,5102462,5398521,55883,5342638,7028535,3598261,3223429,5398521,1892569,594011,1298558,2697466,5102343,1919351,2697466,5398521,0,15207218,4060684,5149946,5398521,54227,5344294,11094736,4953450,6141259,5303099,0,5398521,2420713,530677,1890036,2535480,5109449,2484377,2535480,5398521,0,5303099,0,5398521,5392375,3546192,1845675,3416307,1725440,0
450.soplex-247B,linucb_no_suppress,0.35216,100000000,283964926,7560642,3694028,3866614,1872093,864409,1007684,508465,570254,11397281,5711076,5686205,4504190,2348753,2155437,4950206,4950206,1969432,1442997,284240,3412432,0,175.80524,95.12361,8.43054,82.39896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13996181,6117348,5162673,5398429,27129,5371300,4950206,992,642,0,0,5398429,2469507,1776511,692996,2490504,5162644,2490161,2490504,5398429,5726635,5368785,0,0,0,0,0,0,0,0
462.libquantum-1343B,nopref,0.34586,100000000,289137781,3531181,53714,3477467,2527504,11902,2515602,12,961853,3531541,1004018,2527523,2527504,0,2527504,0,0,0,0,0,0,0,173.65448,96.19723,6.89165,60.52471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,spp,0.62496,100000000,160009628,10284687,7756005,2528682,991038,786148,204890,19,1102,4343161,1815633,2527528,2527504,811217,1716287,21467320,21467320,1142309,7,725249,1142316,0,68.38672,96.19723,6.89165,60.39577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,bingo,0.71934,100000000,139015669,3531199,22100,3509099,125287,797,124490,12,993333,5802006,3274465,2527541,2527504,2270447,257057,2874666,2874666,2704428,63,131770,2704495,0,371.88061,96.19723,6.89165,60.35836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,mlop,0.72676,100000000,137597215,3531420,15790,3515630,71516,502,71014,12,999861,5822868,3295106,2527762,2527504,2291088,236416,2933156,2933156,2735487,371,164901,2735862,0,261.99671,96.19723,6.89165,60.35166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,pythia,0.64713,100000000,154528403,3531200,53700,3477500,88782,539,88243,12,961857,8119789,5592247,2527542,2527504,1681833,845671,15321138,15321138,2126699,37,756890,2126736,0,186.95548,96.19723,6.89165,60.3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,linucb,0.61751,100000000,161939907,3531251,53700,3477551,99910,756,99154,12,961850,7458738,4931146,2527592,2527504,1567921,959583,11150008,11150008,1880044,120,859674,1880166,0,193.15141,96.19723,6.89165,60.35793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7733347,3507746,2836197,2979481,14803,2964678,11150008,2653209,8419592,2963636,0,2979481,2725470,638955,2086515,15821,2836184,2764497,15821,2979481,0,2963636,0,0,0,0,0,0,0,0
462.libquantum-1343B,tsetlin,0.50809,100000000,196813832,3531224,53698,3477526,126135,534,125601,12,961854,4864039,2336473,2527566,2527504,958879,1568625,5731646,5731646,1402576,72,1442491,1402648,0,167.93053,96.19723,6.89165,60.35806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7302437,3561997,2963466,2979481,31629,2947852,5731646,2882962,2827353,2979481,2898348,647609,2250739,10963,2963455,2938494,10963,2979481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,meta_selector,0.58892,100000000,169802386,3531238,53696,3477542,112490,591,111899,12,961847,6673297,4145717,2527580,2527504,1420124,1107380,8710507,8710507,1812453,124,994891,1812579,0,180.32416,96.19723,6.89165,60.36085,1974923,954720,49838,66.28413,32.04316,1.67271,0.76685,1.71428,1,0.11765,0.99985,1,2979481,0,49838,260732,147039,2521872,266546,125,0.05,7712262,3444320,2963507,2979481,31629,2947852,5585331,2734136,2681103,2979481,2898116,530210,2367906,10982,2963312,2938254,10982,2979481,0,7648357,3457876,2817510,2979481,30002,2949479,14446305,2694326,11751979,2948225,0,2979481,2685464,610422,2075042,20745,2816292,2724858,20745,2979481,0,2948225,0,2979481,2979445,2979203,230,5910397,2978475,0
462.libquantum-1343B,nopref_MTPS600,0.29496,100000000,339028554,3531181,53714,3477467,2527504,11902,2515602,12,961853,3531541,1004018,2527523,2527504,0,2527504,0,0,0,0,0,0,0,238.05898,96.19723,6.89165,60.52503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,spp_MTPS600,0.42506,100000000,235263087,7055030,4469870,2585160,984325,568748,415577,19,57584,4174416,1646888,2527528,2527504,642474,1885030,21473931,21473931,973566,7,900705,973573,0,158.48175,96.19723,6.89165,60.39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,bingo_MTPS600,0.44242,100000000,226029306,3531195,22148,3509047,124146,796,123350,12,993285,4813059,2285522,2527537,2527504,1281504,1246000,2874666,2874666,1715485,63,1121854,1715548,0,823.46253,96.19723,6.89165,60.35896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,mlop_MTPS600,0.44607,100000000,224179517,3531426,15792,3515634,70270,503,69767,12,999860,4885577,2357809,2527768,2527504,1353791,1173713,2933165,2933165,1798190,381,1103444,1798571,0,618.92593,96.19723,6.89165,60.35825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,pythia_MTPS600,0.42455,100000000,235543507,3531200,53699,3477501,87244,535,86709,12,961858,5952219,3424677,2527542,2527504,1064125,1463379,15321138,15321138,1508991,37,1376136,1509028,0,313.92695,96.19723,6.89165,60.36747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,linucb_MTPS600,0.39593,100000000,252568146,3531221,53698,3477523,175160,1660,173500,12,961849,5363821,2836258,2527563,2527504,1006350,1521154,8605163,8605163,1318473,93,1345995,1318566,0,310.4007,96.19723,6.89165,60.39504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7167331,3596364,2826400,2979481,14803,2964678,8605163,2415139,5888960,2963445,0,2979481,2710775,732478,1978297,14856,2826387,2750963,14856,2979481,0,2963445,0,0,0,0,0,0,0,0
462.libquantum-1343B,tsetlin_MTPS600,0.33636,100000000,297300192,3531215,53703,3477512,414788,2185,412603,12,961850,4370881,1843324,2527557,2527504,702407,1825097,4392712,4392712,1146104,63,1410310,1146167,0,278.22342,96.19723,6.89165,60.3772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7045956,3530400,2963466,2979481,31629,2947852,4392712,1517116,1488419,2979481,2898348,616008,2282340,10963,2963455,2938494,10963,2979481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,meta_selector_MTPS600,0.36241,100000000,275933438,3531211,53698,3477513,274421,1555,272866,12,961851,4900286,2372733,2527553,2527504,859886,1667618,6257711,6257711,1252215,99,1393198,1252314,0,308.6539,96.19723,6.89165,60.37989,2274368,655290,49823,76.33437,21.99343,1.6722,1.13493,2.22675,1,0.11765,0.99985,1,2979481,0,49823,258074,147182,2524402,266802,58,0.05,7151997,3502067,2963507,2979481,31629,2947852,4373187,1499825,1468959,2979481,2898116,587951,2310165,10982,2963312,2938254,10982,2979481,0,7089277,3514072,2819013,2979481,30002,2949479,12236207,2697014,9539193,2947787,0,2979481,2687914,665675,2022239,20589,2817795,2727368,20589,2979481,0,2947787,0,2979481,2979445,2979203,230,5910397,2978475,0
462.libquantum-1343B,nopref_MTPS4800,0.35113,100000000,284790824,3531181,53714,3477467,2527504,11902,2515602,12,961853,3531541,1004018,2527523,2527504,0,2527504,0,0,0,0,0,0,0,164.70309,96.19723,6.89165,60.52471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,spp_MTPS4800,0.66117,100000000,151248122,10693439,8164416,2529023,1006103,824686,181417,19,1443,4354921,1827393,2527528,2527504,822974,1704530,21467539,21467539,1154066,7,698427,1154073,0,53.20076,96.19723,6.89165,60.39574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,bingo_MTPS4800,0.78586,100000000,127249756,3531199,22106,3509093,125231,797,124434,12,993327,5842589,3315048,2527541,2527504,2311030,216474,2874666,2874666,2745011,63,91243,2745078,0,235.85617,96.19723,6.89165,60.3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,mlop_MTPS4800,0.77793,100000000,128546112,3531424,15792,3515632,71515,502,71013,12,999860,5826608,3298842,2527766,2527504,2294824,232680,2933160,2933160,2739223,375,161166,2739602,0,207.36889,96.19723,6.89165,60.35157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B,pythia_MTPS4800,0.68479,100000000,146030120,3531201,53700,3477501,88703,540,88163,12,961857,8623259,6095716,2527543,2527504,1813726,713778,15321138,15321138,2258592,37,625076,2258630,0,167.02725,96.19723,6.89165,60.36145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
