Trace,Exp,Core_0_IPC,Core_0_instructions,Core_0_cycles,Core_0_LLC_total_access,Core_0_LLC_total_hit,Core_0_LLC_total_miss,Core_0_LLC_loads,Core_0_LLC_load_hit,Core_0_LLC_load_miss,Core_0_LLC_RFO_miss,Core_0_LLC_writeback_miss,Core_0_L2C_total_access,Core_0_L2C_total_hit,Core_0_L2C_total_miss,Core_0_L2C_loads,Core_0_L2C_load_hit,Core_0_L2C_load_miss,Core_0_L2C_prefetch_requested,Core_0_L2C_prefetch_issued,Core_0_L2C_prefetch_useful,Core_0_L2C_prefetch_useless,Core_0_L2C_prefetch_late,Core_0_L2C_prefetch_filled,Core_0_L2C_prefetch_dropped,Core_0_L2C_average_miss_latency,Core_0_branch_prediction_accuracy,Core_0_branch_MPKI,Core_0_average_ROB_occupancy_at_mispredict,meta_selected_tsetlin,meta_selected_linucb,meta_selected_stride,meta_selected_pct_tsetlin,meta_selected_pct_linucb,meta_selected_pct_stride,meta_accuracy_ema_tsetlin,meta_accuracy_ema_linucb,meta_accuracy_ema_stride,meta_conf_ema_tsetlin,meta_conf_ema_linucb,meta_conf_ema_stride,meta_total_invocations,meta_all_empty,meta_stride_fallback,meta_single_ml,meta_explore,meta_greedy,meta_loser_boost,meta_sticky_switches,meta_epsilon_current,tsetlin_pt_lookup,tsetlin_pt_hit,tsetlin_pt_insert,tsetlin_predict_called,tsetlin_predict_explore,tsetlin_predict_exploit,tsetlin_predict_predicted,tsetlin_predict_multi_deg_called,tsetlin_predict_multi_deg_issued,tsetlin_reward_called,tsetlin_reward_pt_found,tsetlin_reward_correct_timely,tsetlin_reward_correct_untimely,tsetlin_reward_incorrect,tsetlin_learn_called,tsetlin_learn_positive,tsetlin_learn_negative,tsetlin_featurewise_pooled_predicts,tsetlin_featurewise_weight_updates,linucb_pt_lookup,linucb_pt_hit,linucb_pt_insert,linucb_predict_called,linucb_predict_explore,linucb_predict_exploit,linucb_predict_predicted,linucb_predict_multi_deg_called,linucb_predict_multi_deg_issued,linucb_predict_gating_checked,linucb_predict_gating_suppressed,linucb_reward_called,linucb_reward_pt_found,linucb_reward_correct_timely,linucb_reward_correct_untimely,linucb_reward_incorrect,linucb_learn_called,linucb_learn_positive,linucb_learn_negative,linucb_featurewise_pooled_predicts,linucb_featurewise_weight_updates,linucb_suppress_called,linucb_suppress_suppressed,stride_tracker_lookup,stride_tracker_hit,stride_stride_pos,stride_stride_neg,stride_pref_generated,stride_pref_stride_match,Filter
602.gcc_s-1850B,spp_MTPS600,0.35544,100000001,281342834,10202948,8405311,1797637,572588,514001,58587,258,505,5133848,3354558,1779290,2715183,1863264,851919,15401431,15401431,1159984,2884,279344,1162880,0,34.03734,96.286,8.72037,84.11966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,bingo_MTPS600,0.36897,100000001,271025918,1902953,43541,1859412,93698,28890,64808,337,1184,4300957,2494150,1806807,2715186,2474984,240202,2178820,2178820,1868545,36557,146572,1905283,0,839.96832,96.286,8.72037,84.12222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,mlop_MTPS600,0.37671,100000001,265457112,2293054,458471,1834583,37909,3329,34580,15,648,4440107,2588098,1852009,2715185,2580914,134271,3130499,3130499,1989792,104700,96452,2094721,0,252.99587,96.286,8.72037,84.11013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,pythia_MTPS600,0.37207,100000001,268765749,1797741,2757,1794984,39470,305,39165,18,2060,10142574,8347285,1795289,2715184,2455743,259441,11753713,11753713,1864671,23595,220208,1888390,0,129.85847,96.286,8.72037,84.10871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,linucb_MTPS600,0.31637,100000001,316088002,1811354,11880,1799474,490608,581,490027,379,1891,4931986,3123085,1808901,2715163,1985256,729907,3083294,3083294,1328884,37933,239432,1366963,0,120.81631,96.286,8.72037,84.19497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7615265,3392174,2763804,3258386,16363,3242023,3083294,649125,587960,3240906,0,3258386,1819848,1040610,779238,699811,2763569,1852911,699811,3258386,0,3240906,0,0,0,0,0,0,0,0
602.gcc_s-1850B,tsetlin_MTPS600,0.33213,100000001,301086361,1845244,42786,1802458,340232,374,339858,106,1650,5823249,3980458,1842791,2715171,2113415,601756,4434464,4434464,1474339,78535,261685,1553204,0,122.60918,96.286,8.72037,84.19218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7629107,2724804,3138646,3258394,34506,3223888,4434464,2005181,1747088,3258394,1888542,677199,1211343,859968,3138413,1911833,859968,3258394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,meta_selector_MTPS600,0.33445,100000001,298994461,1852887,43236,1809651,315221,383,314838,110,1658,7957708,6107274,1850434,2715170,2190147,525023,7044747,7044738,1567929,90032,209921,1658273,9,134.31277,96.286,8.72037,84.16279,1870577,1192611,195205,57.40796,36.6012,5.99084,1.22995,0.93482,0.37678,0.11765,0.16205,0.56345,3258393,127524,195205,1011045,103755,1948388,205102,366,0.05,7757583,2569548,3140651,3258393,34506,3223887,4463462,2006185,1750762,3258393,1901535,527434,1374101,868516,3140371,1925318,868516,3258393,0,7787234,2737516,2790456,3258393,32596,3225797,7678638,2402631,5276007,3147358,0,3258393,1773812,472918,1300894,661229,2709798,1808575,661229,3258393,0,3147358,0,3258393,3258353,2456947,767755,2592643,1309111,0
602.gcc_s-1850B,nopref_MTPS4800,0.23854,100000001,419215125,1779713,545,1779168,1776474,521,1775953,788,2427,2722384,945122,1777262,2715147,938673,1776474,0,0,0,0,0,0,0,106.7552,96.286,8.72037,84.32277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,spp_MTPS4800,0.35794,100000001,279372991,11173971,9376131,1797840,572922,515012,57910,270,555,5167598,3388271,1779327,2715183,1892537,822646,15402918,15402918,1189260,2923,249736,1192193,0,33.05817,96.286,8.72037,84.11882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,bingo_MTPS4800,0.37762,100000001,264818862,1905062,44711,1860351,93442,28948,64494,325,1145,4448832,2641511,1807321,2715185,2621384,93801,2181972,2181972,2014956,37069,428,2052206,0,179.89903,96.286,8.72037,84.11756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,mlop_MTPS4800,0.38252,100000001,261420889,2429727,595844,1833883,37446,3262,34184,10,559,4558100,2684310,1873790,2715185,2677104,38081,3152266,3152266,2086054,126408,724,2212714,0,89.84535,96.286,8.72037,84.1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,pythia_MTPS4800,0.37723,100000001,265091511,1797830,2637,1795193,39423,301,39122,18,2062,10809784,9014406,1795378,2715184,2623535,91649,11753307,11753307,2032463,23686,52463,2056271,0,106.3136,96.286,8.72037,84.10844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,linucb_MTPS4800,0.32908,100000001,303879458,1803384,10506,1792878,349450,517,348933,229,2109,5256472,3455541,1800931,2715164,2111613,603551,3482709,3482709,1455395,30000,254237,1485523,0,101.69785,96.286,8.72037,84.18258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7809327,3523128,2857734,3258387,16361,3242026,3482709,857929,817945,3241070,0,3258387,2002591,1092367,910224,673321,2857575,2039130,673321,3258387,0,3241070,0,0,0,0,0,0,0,0
602.gcc_s-1850B,tsetlin_MTPS4800,0.3431,100000001,291461092,1845634,41547,1804087,306314,302,306012,85,1600,6488070,4644889,1843181,2715170,2261840,453330,5108647,5108647,1622802,78948,147145,1702082,0,102.66885,96.286,8.72037,84.17862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7807988,2555181,3140210,3258393,34506,3223887,5108647,2718703,2389944,3258393,1912907,490302,1422605,859609,3139991,1936568,859609,3258393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,meta_selector_MTPS4800,0.35411,100000001,282398328,1863333,49776,1813557,221488,367,221121,74,1614,9080491,7219611,1860880,2715172,2391882,323290,8138917,8138908,1769702,100398,101894,1870512,9,110.1019,96.286,8.72037,84.14625,1932690,1164318,161387,59.31417,35.73287,4.95296,0.98359,0.7925,0.33221,0.05911,0.15703,0.56345,3258395,105547,161387,881579,111969,2103460,221365,938,0.05,7966957,2493310,3139666,3258395,34506,3223889,5081674,2709020,2372633,3258395,1901198,452169,1449029,864007,3139318,1924293,864007,3258395,0,8088331,2713060,2902367,3258395,32592,3225803,10009523,2603396,7406127,3147616,0,3258395,1956771,384179,1572592,660448,2821741,1998180,660448,3258395,0,3147616,0,3258395,3258355,2456948,767756,2592621,1309100,0
602.gcc_s-1850B,tsetlin_no_dyn_deg,0.29827,100000001,335267984,1835740,40427,1795313,761192,493,760699,385,1990,4496941,2663655,1833286,2715166,1801953,913213,2329528,2329528,1073286,67627,152218,1141147,0,103.46481,96.286,8.72037,84.25313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6829401,2649301,3166279,3258389,34506,3223883,2329528,0,0,3258389,1425053,1061314,363739,940382,3165869,1444154,940382,3258389,2420361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,linucb_no_dyn_deg,0.36447,100000001,274369527,1798770,4862,1793908,163276,1033,162243,391,2302,5154747,3358430,1796317,2715163,2550337,164826,2918648,2918648,1932572,23486,1593,1956162,0,107.06718,96.286,8.72037,84.14056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8226257,4594644,3165325,3258386,16364,3242022,2918648,0,0,3241441,0,3258386,2545421,1928656,616765,392722,3165206,2554031,392722,3258386,4116511,3241441,0,0,0,0,0,0,0,0
602.gcc_s-1850B,tsetlin_no_featurewise,0.34953,100000001,286101222,1821698,23688,1798010,198361,238,198123,67,2094,6224492,4405247,1819245,2715175,2272751,442424,5053299,5053299,1649188,52192,244173,1701559,0,101.90074,96.286,8.72037,84.13666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7953216,3127729,2904308,3258398,34506,3223892,5053299,2622895,2429755,3258398,2078940,670026,1408914,555859,2904164,2134838,555859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.gcc_s-1850B,linucb_no_featurewise,0.3237,100000001,308932374,1807117,7818,1799299,502690,901,501789,300,1890,5013111,3208447,1804664,2715161,2119554,595607,2881926,2881926,1423859,33780,93027,1457762,0,107.03678,96.286,8.72037,84.17606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7815071,3941230,2493349,3258384,16367,3242017,2881926,815790,548036,3237458,0,3258384,2053436,1082130,971306,288608,2493235,2068568,288608,0,0,3237458,0,0,0,0,0,0,0,0
602.gcc_s-1850B,meta_selector_no_explore,0.35579,100000001,281064751,1861659,49358,1812301,205119,354,204765,67,1664,9056126,7196920,1859206,2715173,2408191,306982,8105228,8105227,1781448,98249,101972,1880055,1,110.90372,96.286,8.72037,84.14242,1927395,1162194,168807,59.15165,35.66767,5.18068,0.92694,1.0163,0.42205,0.11765,0.15566,0.56345,3258396,110035,168807,867372,0,2222217,222425,586,0,7988277,2529263,3139935,3258396,34506,3223890,5096992,2706103,2375940,3258396,1911759,477434,1434325,865777,3139701,1934673,865777,3258396,0,8062035,2679132,2925566,3258396,32589,3225807,9916220,2590754,7325466,3138313,0,3258396,1947611,382392,1565219,662041,2835431,1987033,662041,3258396,0,3138313,0,3258396,3258356,2456948,767757,2592631,1309105,0
602.gcc_s-1850B,linucb_no_suppress,0.36831,100000001,271509474,1796588,4319,1792269,133746,885,132861,283,2344,5224381,3430246,1794135,2715177,2571570,143607,3007204,3007204,1959779,20914,9906,1980784,0,106.87153,96.286,8.72037,84.1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8287292,4621315,3174715,3258400,16370,3242030,3007204,53855,42781,0,0,3258400,2593907,1918535,675372,384188,3174602,2603408,384188,3258400,4158457,3241390,0,0,0,0,0,0,0,0
605.mcf_s-994B,nopref,0.2246,100000002,445245655,2687607,1016706,1670901,2509420,884047,1625373,604,44924,3984838,1468176,2516662,3680432,1171011,2509421,0,0,0,0,0,0,0,159.54404,92.54309,13.84063,70.14148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,spp,0.22862,100000002,437399916,3470770,1503201,1967569,2480377,913135,1567242,688,128,4386321,1853361,2532960,3680437,1192765,2487672,1686553,1686553,32878,16143,7445,49062,0,155.73682,92.54309,13.84063,70.0908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,bingo,0.20105,100000002,497389595,15063127,1692147,13370980,2008535,447525,1561010,1993,103350,4949319,2305853,2643466,3680433,1380098,2300335,16130193,16130193,325108,128873,295470,454463,0,242.0635,92.54309,13.84063,70.7956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,mlop,0.2255,100000002,443468253,4138354,1444783,2693571,2504842,942605,1562237,1057,31852,4043436,1473743,2569693,3680440,1169066,2511374,2209547,2209547,11945,39042,6531,51004,0,152.85175,92.54309,13.84063,69.66363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,pythia,0.2281,100000002,438404362,3761913,1144173,2617740,1900980,568187,1332793,451,54665,7135147,3552585,3582562,3680442,1440388,2240054,4904676,4904676,575879,1147960,342015,1725571,0,174.88896,92.54309,13.84063,69.30889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,linucb,0.22369,100000002,447039520,4481125,1397321,3083804,2042190,601629,1440561,587,56929,6747794,2454332,4293462,3680450,1311690,2368760,4091550,4091530,549742,1753803,328965,2305222,20,174.13611,92.54309,13.84063,69.43406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10793234,4002655,4232855,4326603,21651,4304952,4091550,24823,23889,4239130,0,4326603,1622051,530940,1091111,2410379,4232473,1714217,2410379,4326603,0,4239130,0,0,0,0,0,0,0,0
605.mcf_s-994B,tsetlin,0.20562,100000002,486340988,7357907,1352887,6005020,2634341,627173,2007168,589,58214,9244190,2089948,7154242,3680445,907253,2773192,6922455,6922455,316656,4818650,140123,5137783,0,220.76636,92.54309,13.84063,70.65586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13341166,3487319,4217885,4326596,45108,4281488,6922455,3570627,3209229,4326596,677610,193043,484567,3102992,4217393,703524,3102992,4326596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,meta_selector,0.21018,100000002,475788922,7175160,1484590,5690570,2349824,562565,1787259,606,61457,9796151,2823650,6972501,3680445,1053843,2626602,8187005,8187003,508896,4610005,279338,5121430,2,212.56993,92.54309,13.84063,70.16478,2062748,2149671,114181,47.67596,49.685,2.63905,0.90937,1.15265,0.00183,0,0.02439,0,4326600,113542,114181,642871,194533,3375015,356539,546,0.05,13338320,2644330,4217427,4326600,45099,4281501,6972633,3608682,3247346,4326600,698291,186574,511717,3096450,4216739,723903,3096450,4326600,0,13593992,3125636,4237318,4326600,43397,4283203,8164872,3934450,4108192,4214134,0,4326600,1642395,254588,1387807,2375914,4235796,1734812,2375914,4326600,0,4214134,0,4326600,4326514,2218214,2106506,72120,36535,0
605.mcf_s-994B,nopref_MTPS600,0.22099,100000002,452508833,2687738,1016549,1671189,2509485,884016,1625469,605,45115,3984841,1468115,2516726,3680435,1170949,2509486,0,0,0,0,0,0,0,173.01022,92.54309,13.84063,71.01006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,spp_MTPS600,0.22314,100000002,448140735,3466260,1471284,1994976,2482267,889426,1592841,669,124,4382425,1849563,2532862,3680441,1190393,2490048,1692834,1692834,30645,15898,7931,46587,0,175.05218,92.54309,13.84063,71.07725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,bingo_MTPS600,0.11514,100000002,868510141,14901136,1613496,13287640,2011351,432104,1579247,1902,102693,4923738,2280577,2643161,3680437,1366178,2314259,15968778,15968778,311090,128659,306577,440229,0,652.22478,92.54309,13.84063,72.41007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,mlop_MTPS600,0.21703,100000002,460771205,4098687,1390368,2708319,2504689,901790,1602899,964,31138,4041095,1472895,2568200,3680437,1168402,2512035,2207977,2207977,10884,37943,7345,48845,0,179.68137,92.54309,13.84063,70.78701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,pythia_MTPS600,0.22141,100000002,451658377,3579689,1121627,2458062,1866741,568662,1298079,453,52511,6867135,3465630,3401505,3680436,1441527,2238909,4659485,4659484,560668,983685,375107,1546033,1,206.87151,92.54309,13.84063,70.55633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,linucb_MTPS600,0.2141,100000002,467069579,4415963,1383842,3032121,2072665,617526,1455139,570,54922,6599995,2372241,4227754,3680453,1268847,2411606,4064503,4064140,512321,1682505,341333,2196461,363,212.07644,92.54309,13.84063,70.85221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10669478,3832499,4227731,4326606,21699,4304907,4064503,17521,16967,4225913,0,4326606,1548089,500826,1047263,2454886,4227346,1641315,2454886,4326606,0,4225913,0,0,0,0,0,0,0,0
605.mcf_s-994B,tsetlin_MTPS600,0.19068,100000002,524433614,6174377,1214481,4959896,2582201,633190,1949011,509,56480,7861153,1885811,5975342,3680436,949257,2731179,5409145,5409091,275486,3725873,150244,4003685,54,298.31199,92.54309,13.84063,72.00282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12220553,3549301,4216726,4326587,45107,4281480,5409145,1866342,1683511,4326587,690633,210582,480051,3103363,4216240,716279,3103363,4326587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,meta_selector_MTPS600,0.19498,100000002,512865835,6081615,1344848,4736767,2365065,588312,1776753,531,59000,8340147,2457518,5882629,3680441,1054297,2626144,6430471,6429576,440305,3591687,263636,4034282,895,283.20294,92.54309,13.84063,71.67973,2075125,2120200,131271,47.96207,49.00388,3.03405,1.71803,0.6275,0.03321,0.00539,0.02261,0,4326596,130600,131271,739861,188869,3266595,345069,213,0.05,12240673,2660144,4215225,4326596,45099,4281497,5513106,1993655,1800031,4326596,694317,189357,504960,3084065,4214529,720908,3084065,4326596,0,12381340,2987146,4243848,4326596,43296,4283300,6191676,2237681,2253962,4121953,0,4326596,1483955,239826,1244129,2370600,4242392,1606156,2370600,4326596,0,4121953,0,4326596,4326510,2218257,2106455,72097,36524,0
605.mcf_s-994B,nopref_MTPS4800,0.22489,100000002,444668860,2687607,1016693,1670914,2509420,884033,1625387,604,44923,3984838,1468176,2516662,3680432,1171011,2509421,0,0,0,0,0,0,0,158.39067,92.54309,13.84063,70.14658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,spp_MTPS4800,0.22904,100000002,436600671,3461201,1499893,1961308,2479155,914924,1564231,717,139,4386418,1852690,2533728,3680438,1193958,2486480,1672909,1672909,34185,16789,7475,51019,0,154.17302,92.54309,13.84063,70.09742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,bingo_MTPS4800,0.20845,100000002,479723962,15071023,1695079,13375944,2008346,450410,1557936,2008,103355,4952799,2309334,2643465,3680439,1383506,2296933,16136008,16136008,328511,128879,292256,457873,0,220.43693,92.54309,13.84063,70.61636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,mlop_MTPS4800,0.22599,100000002,442502176,4140983,1448184,2692799,2504559,945469,1559090,1052,32005,4043824,1474021,2569803,3680438,1169302,2511136,2209460,2209460,12112,39221,6576,51351,0,150.82355,92.54309,13.84063,69.65021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,pythia_MTPS4800,0.224,100000002,446436684,4716449,1445784,3270665,1980742,571831,1408911,596,59838,8304012,3774932,4529080,3680439,1342553,2337886,6189637,6189637,600350,1970490,360086,2572573,0,174.90891,92.54309,13.84063,69.36217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.mcf_s-994B,linucb_MTPS4800,0.22425,100000002,445938567,4478655,1401025,3077630,2039369,601753,1437616,611,57116,6750115,2459089,4291026,3680448,1315414,2365034,4091359,4091339,553021,1751832,328058,2306533,20,171.13015,92.54309,13.84063,69.40827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10794114,4007715,4233190,4326601,21678,4304923,4091359,24529,23790,4238138,0,4326601,1626294,533654,1092640,2405421,4232808,1719154,2405421,4326601,0,4238138,0,0,0,0,0,0,0,0
