Trace,Exp,Core_0_IPC,Core_1_IPC,Core_2_IPC,Core_3_IPC,Core_0_instructions,Core_1_instructions,Core_2_instructions,Core_3_instructions,Core_0_cycles,Core_1_cycles,Core_2_cycles,Core_3_cycles,Core_0_L2C_prefetch_issued,Core_1_L2C_prefetch_issued,Core_2_L2C_prefetch_issued,Core_3_L2C_prefetch_issued,Core_0_L2C_prefetch_useful,Core_1_L2C_prefetch_useful,Core_2_L2C_prefetch_useful,Core_3_L2C_prefetch_useful,Core_0_L2C_prefetch_useless,Core_1_L2C_prefetch_useless,Core_2_L2C_prefetch_useless,Core_3_L2C_prefetch_useless,Core_0_L2C_prefetch_late,Core_1_L2C_prefetch_late,Core_2_L2C_prefetch_late,Core_3_L2C_prefetch_late,Core_0_L2C_prefetch_filled,Core_1_L2C_prefetch_filled,Core_2_L2C_prefetch_filled,Core_3_L2C_prefetch_filled,Core_0_L2C_load_miss,Core_1_L2C_load_miss,Core_2_L2C_load_miss,Core_3_L2C_load_miss,Core_0_LLC_total_miss,Core_0_LLC_load_miss,Core_0_LLC_RFO_miss,Core_0_LLC_writeback_miss,Core_0_branch_prediction_accuracy,Core_1_branch_prediction_accuracy,Core_2_branch_prediction_accuracy,Core_3_branch_prediction_accuracy,meta_selected_tsetlin,meta_selected_linucb,meta_selected_stride,meta_selected_pct_tsetlin,meta_selected_pct_linucb,meta_selected_pct_stride,meta_total_invocations,meta_all_empty,meta_stride_fallback,meta_explore,meta_greedy,meta_loser_boost,meta_sticky_switches,Filter
403.gcc-16B_4T,nopref,1.40478,1.40486,1.40485,1.40487,100000000,100000001,100000001,100000001,71185764,71181308,71181742,71181148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34594,24046,35699,24275,12376,11604,770,2,99.87315,99.87316,99.87316,99.87316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.gcc-16B_4T,spp,1.40747,1.4081,1.40745,1.4081,100000000,100000000,100000001,100000001,71049668,71017788,71050256,71017480,25839,25644,26251,25902,41,41,45,36,58,57,52,51,2,3,5,2,103,103,102,89,32625,24045,36081,23838,14854,9654,741,0,99.87315,99.87324,99.87315,99.87324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.gcc-16B_4T,bingo,1.41682,1.41847,1.41684,1.41846,100000000,100000001,100000001,100000001,70580437,70498745,70579726,70498940,21497,21468,21159,21661,2059,2472,2293,2292,2789,2206,2265,2548,67,72,57,85,5078,4916,4782,5075,32662,22499,33864,23006,24046,5372,693,66,99.87315,99.87339,99.87315,99.87339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.gcc-16B_4T,mlop,1.41504,1.41692,1.41511,1.41699,100000000,100000001,100000001,100000001,70669480,70575749,70666031,70571881,18199,18494,18774,18361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34158,24591,36376,24731,20537,6175,695,18,99.87315,99.87342,99.87316,99.87343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.gcc-16B_4T,pythia,1.4164,1.41858,1.41643,1.4186,100000000,100000001,100000001,100000001,70601531,70493270,70600169,70492071,79214,78185,78861,77867,9729,8826,10021,8722,18606,18000,19780,16476,247,289,337,329,29082,27591,30583,25977,23275,19100,25360,17275,20001,5658,700,23,99.87315,99.87347,99.87315,99.87346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.gcc-16B_4T,linucb,1.41105,1.41111,1.41104,1.41112,100000000,100000001,100000001,100000001,70869436,70866088,70869825,70865702,43707,47949,48005,46014,7849,6158,6688,4760,13575,13477,13385,12491,157,240,319,645,21954,20187,20653,17887,28807,23907,22608,21717,17670,8398,701,16,99.87315,99.87316,99.87315,99.87316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.gcc-16B_4T,tsetlin,1.41519,1.41637,1.4152,1.41519,100000000,100000001,100000001,100000001,70661748,70602997,70661334,70661773,83852,87065,85635,84403,10384,8547,9829,9888,36002,29575,35412,37376,206,297,210,285,47339,39136,46349,47917,33044,19461,28316,30524,23604,6412,684,61,99.87315,99.87332,99.87315,99.87315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403.gcc-16B_4T,meta_selector,1.41692,1.41754,1.41757,1.41761,100000000,100000001,100000001,100000001,70575855,70544984,70543034,70541150,127511,125873,123160,126124,12077,10737,10135,10988,46015,36939,40013,41516,430,406,337,583,59164,48855,51244,53600,25292,19201,18577,21807,24346,5977,673,66,99.87315,99.87324,99.87324,99.87325,33424,24727,21588,41.916752,31.00992,27.073326,79739,21176,21588,8739,20091,2885,18,0
429.mcf-184B_4T,nopref,0.08539,0.0854,0.0854,0.08538,100000003,100000001,100000000,100000002,1171127881,1170939479,1171009232,1171243269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10287482,10290294,10283433,10292548,5688006,5310391,44426,333189,92.6163,92.61671,92.6168,92.61607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.mcf-184B_4T,spp,0.08327,0.08326,0.08338,0.08328,100000000,100000003,100000000,100000001,1200928921,1201102111,1199296848,1200751209,864088,852473,903993,834944,45,36,48,40,867,902,869,810,5,4,5,7,912,938,918,850,10297187,10295102,10295329,10296965,6035475,5416014,51112,330158,92.61654,92.61607,92.61947,92.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.mcf-184B_4T,bingo,0.04374,0.04358,0.04376,0.04357,100000000,100000003,100000001,100000000,2286387599,2294377436,2285016208,2295060333,129411111,128834558,128948652,128582400,589551,617298,656663,615038,1794759,1771603,1980309,1824300,9182,8995,9083,8950,2384570,2389189,2637401,2440216,10013537,9970769,9942083,9978110,46570037,6003446,28397,328340,92.62655,92.61691,92.62928,92.61663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.mcf-184B_4T,mlop,0.08119,0.07904,0.08038,0.07913,100000002,100000003,100000000,100000003,1231683813,1265188132,1244070681,1263805068,14137007,14050200,13776095,13726109,1434418,1384235,1472892,1448323,1982350,1870978,2050740,1988387,299,266,278,384,3416768,3255843,3523632,3437196,9432405,9456107,9396387,9405839,12413246,3914048,68461,437601,92.64999,92.61645,92.64214,92.61873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.mcf-184B_4T,pythia,0.08415,0.08415,0.08415,0.08415,100000000,100000003,100000000,100000000,1188408271,1188394153,1188393061,1188414107,12591112,12554002,12584576,12592486,2630960,2626153,2636035,2663964,6751542,6731384,6743148,6715752,7080,7115,7024,7027,9383702,9358874,9380477,9381062,8806743,8824838,8816006,8810312,8177196,3826851,57354,271219,92.61608,92.61608,92.61613,92.61626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.mcf-184B_4T,linucb,0.08292,0.08292,0.08287,0.08342,100000003,100000001,100000000,100000001,1205985395,1205977951,1206725181,1198780948,13080798,13103768,13141855,13212335,2918238,2938424,2900556,3000786,8004863,8004779,8059235,8033142,4270,4456,4542,4533,10924612,10944745,10961355,11035427,8638273,8642735,8664037,8616127,9427397,3344494,58744,305884,92.61724,92.61759,92.61608,92.6297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.mcf-184B_4T,tsetlin,0.07717,0.07752,0.07714,0.07826,100000002,100000000,100000000,100000003,1295844849,1289964905,1296421622,1277721202,24282253,24473312,24323521,24745877,1576433,1548515,1541372,1578049,19207405,19372345,19242144,19604742,4448,4403,4746,4359,20786114,20922435,20785834,21184695,10350876,10371579,10367714,10365448,13570546,4001782,50999,186686,92.61729,92.62658,92.6161,92.64039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.mcf-184B_4T,meta_selector,0.07803,0.07803,0.07834,0.07805,100000001,100000002,100000000,100000003,1281479246,1281532799,1276508622,1281295624,27521759,27642872,27735373,27639422,2060754,2115592,2101844,2082202,20799438,20804141,20913566,20862175,6636,6715,6831,6708,22862565,22922187,23017744,22946844,10009920,9996219,9997331,10007404,13912705,3784455,51575,178345,92.61637,92.61666,92.62635,92.61683,8116774,6917304,790429,51.292427,43.712605,4.994967,15824507,788861,790429,567948,10527842,1108338,3925,0
433.milc-127B_4T,nopref,0.26446,0.26434,0.26363,0.26374,100000002,100000002,100000001,100000002,378135708,378306730,379317024,379155202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563400,1563390,1563395,1563384,2271113,1559555,236756,474802,99.99864,99.99864,99.99864,99.99864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.milc-127B_4T,spp,0.32209,0.32471,0.32636,0.33158,100000002,100000000,100000001,100000001,310469809,307968830,306413968,301586848,6224298,6347059,6465211,6476623,367942,373713,377651,412185,54655,57213,55644,50792,226581,228147,229427,236395,422653,430988,433354,463034,1239743,1238166,1236670,1212327,2209149,501488,236760,233774,99.99864,99.99865,99.99865,99.99865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.milc-127B_4T,bingo,0.32326,0.32208,0.32166,0.32285,100000002,100000001,100000002,100000000,309348281,310480337,310886397,309742492,1628650,1625656,1622817,1625970,942229,939300,937762,939622,996,971,920,948,243917,243422,243172,243906,943247,940305,938699,940595,834579,835015,837524,835776,2295468,646277,236758,500259,99.99864,99.99864,99.99864,99.99864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.milc-127B_4T,mlop,0.30637,0.30597,0.30622,0.30628,100000002,100000002,100000000,100000003,326401354,326833451,326566548,326497283,5763817,5747617,5761901,5764572,697379,697355,696144,697138,254448,253642,254103,254302,156464,155007,157381,156588,951939,951104,950357,951541,1080978,1081159,1081439,1081210,5488193,464530,236760,398098,99.99864,99.99864,99.99864,99.99864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.milc-127B_4T,pythia,0.34194,0.34079,0.34205,0.34054,100000002,100000000,100000001,100000002,292453217,293439540,292351605,293649544,5036913,5026671,5038776,5023345,1150557,1146110,1150623,1145534,70850,70854,70871,70839,205624,206055,206026,205657,1221436,1216994,1221514,1216389,670067,671303,670587,671439,2266687,512926,236760,466434,99.99864,99.99864,99.99864,99.99864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.milc-127B_4T,linucb,0.33051,0.32603,0.32826,0.33379,100000001,100000001,100000000,100000002,302559509,306723002,304635438,299586884,1417755,1380487,1385765,1443223,989871,954435,967325,997756,158799,148003,154459,151222,84273,90476,86948,96727,1148980,1102714,1122155,1149256,833062,860202,848039,830002,2476005,751196,236739,548197,99.99865,99.99864,99.99864,99.99865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.milc-127B_4T,tsetlin,0.28759,0.28574,0.28556,0.28461,100000002,100000001,100000000,100000002,347719822,349971130,350185963,351360139,3438640,3466328,3449221,3446040,638478,616034,615845,617088,1716672,1718672,1705172,1679188,212936,245812,240289,246456,2356918,2336560,2322833,2298196,1051643,1071920,1073269,1073398,3515802,861793,236759,532598,99.99865,99.99864,99.99864,99.99864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.milc-127B_4T,meta_selector,0.3185,0.31891,0.31927,0.31733,100000002,100000001,100000002,100000001,313973752,313565919,313213181,315127611,3882320,3914687,3907883,3910285,1022655,1035808,1029585,1022690,1239241,1229873,1236301,1234847,151062,150322,145722,150395,2263394,2267313,2267350,2259138,791874,780913,787585,789956,3232027,646096,236757,529154,99.99864,99.99864,99.99864,99.99864,973521,953908,142390,47.034111,46.08654,6.879345,2069819,69584,142390,68289,1046616,111090,43,0
450.soplex-247B_4T,nopref,0.2194,0.21906,0.21922,0.2187,100000000,100000002,100000000,100000000,455794293,456487373,456160467,457247163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697127,3699540,3710920,3693782,3047054,2167543,483818,395693,95.13781,95.13766,95.13776,95.12361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B_4T,spp,0.24343,0.2434,0.24327,0.24344,100000000,100000002,100000002,100000000,410803442,410842386,411073058,410787053,7665831,7681815,7651581,7674026,527782,526640,525245,526162,22346,22417,22445,22619,83059,82894,83635,83436,550139,549062,547693,548798,3310968,3286694,3322072,3326216,3611428,1666663,464166,265106,95.13754,95.13749,95.12363,95.13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B_4T,bingo,0.24814,0.24757,0.24783,0.24904,100000000,100000001,100000000,100000002,402998182,403928297,403496095,401548385,10617497,10574315,10617035,10648891,1007846,995379,991893,1006546,352343,348655,343426,341291,51537,51596,51476,50217,1360578,1344034,1335348,1348105,2850317,2859593,2866901,2853100,5671222,748048,501585,390520,95.13763,95.12399,95.13765,95.13454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B_4T,mlop,0.23271,0.23264,0.23281,0.2325,100000002,100000000,100000001,100000003,429712601,429841279,429527537,430101390,4300325,4303224,4289688,4316142,692965,682568,672520,681715,314439,312623,308952,315844,75470,75449,74844,75568,1008140,995198,981694,997707,3142762,3151785,3180212,3146155,4830393,1233986,489438,471318,95.13765,95.1374,95.13775,95.12361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B_4T,pythia,0.279,0.27651,0.27513,0.27711,100000000,100000000,100000000,100000000,358427105,361649042,363464825,360861751,17708360,16396064,16395799,16955058,2498774,2428926,2424015,2467649,2002055,1990508,1943020,1980568,273623,275038,235531,251180,4502458,4420533,4367061,4449210,1760033,1821613,1799798,1773762,4082849,713500,517895,520920,95.13182,95.13685,95.12376,95.13483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B_4T,linucb,0.24703,0.24667,0.24727,0.24684,100000000,100000000,100000001,100000002,404810884,405407996,404424055,405115584,4958273,4948299,5005993,4938503,1672698,1637609,1646537,1667919,1440949,1419184,1433622,1431937,261592,280739,302511,259922,3114733,3056845,3081304,3100386,2509888,2540014,2517057,2503931,3742961,1228805,509659,508245,95.13759,95.12517,95.1377,95.13757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B_4T,tsetlin,0.24294,0.24344,0.24326,0.24311,100000000,100000002,100000002,100000001,411623100,410777543,411078437,411342031,6958814,6983394,6921445,6926817,1650186,1657007,1638477,1638820,1828478,1874720,1819118,1837452,183901,185247,181145,183636,3478691,3533158,3458716,3476859,2480627,2511760,2483698,2505106,4024035,1244751,513132,479150,95.12361,95.13774,95.13766,95.13755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.soplex-247B_4T,meta_selector,0.25228,0.25398,0.25303,0.25268,100000000,100000003,100000001,100000003,396392685,393731541,395213570,395765090,10227510,10405366,10297291,10275512,2125555,2171536,2140049,2123967,2488952,2465677,2511337,2505338,232168,245935,223874,235514,4614619,4638235,4652929,4630876,2139502,2094261,2136052,2135954,4137979,994641,514148,544852,95.12361,95.1344,95.13786,95.1377,2651347,2530877,222429,49.056747,46.827744,4.11551,5404653,175959,222429,182316,3350432,352899,559,0
462.libquantum-1343B_4T,nopref,0.24667,0.24784,0.24787,0.24667,100000000,100000000,100000000,100000000,405395795,403478655,403430718,405407028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527504,2527504,2527505,2527504,2891218,2494736,9,396473,96.19738,96.20056,96.2003,96.19723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B_4T,spp,0.42293,0.42121,0.42276,0.42254,100000002,100000000,100000000,100000000,236445844,237409121,236543097,236663739,21582324,21489568,21558998,21549827,1081914,1078356,1083427,1080098,7,6,6,6,783719,778724,780852,783237,1081921,1078362,1083433,1080105,1781180,1780537,1779157,1782010,2551268,277363,18,23687,96.20015,96.19723,96.20115,96.2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B_4T,bingo,0.54074,0.5417,0.54056,0.54049,100000001,100000000,100000001,100000003,184931835,184603320,184992840,185018074,2876953,2882689,2876427,2875435,2691443,2695776,2689331,2688683,180,181,181,181,146513,147836,148125,147743,2691636,2695959,2689512,2688884,271518,272784,273023,273066,2991456,123702,13,491058,96.19789,96.19992,96.19841,96.19725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B_4T,mlop,0.50315,0.50522,0.50532,0.50172,100000002,100000000,100000000,100000000,198748503,197932388,197895928,199314365,2942144,2954221,2954664,2933149,2622109,2635455,2636197,2613063,352,367,369,366,287173,285803,285478,287254,2622465,2635833,2636576,2613429,357982,355409,355210,358843,3009783,70676,11,508125,96.2007,96.20378,96.20327,96.19723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B_4T,pythia,0.41361,0.41178,0.41377,0.41326,100000000,100000000,100000001,100000000,241770801,242847073,241682692,241976451,15385144,15321138,15390614,15372834,1950860,1937916,1950380,1945998,37,35,35,37,944610,945490,946120,947135,1950898,1937952,1950417,1946035,1029125,1034455,1030186,1032654,2981301,87840,13,481867,96.20055,96.19723,96.20142,96.19966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B_4T,linucb,0.40019,0.39687,0.37143,0.34018,100000003,100000000,100000000,100000003,249881438,251973256,269230202,293958452,13933593,13565732,11155544,7271367,2025004,1988764,1770766,1444774,127,127,106,102,1284587,1269343,1288831,1251577,2025133,1988892,1770876,1444877,1170514,1175504,1280501,1405718,3204618,97709,14,687950,96.60167,96.57829,96.36575,96.19737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B_4T,tsetlin,0.34657,0.34282,0.34294,0.34644,100000001,100000003,100000000,100000000,288545080,291700559,291594014,288654016,5757831,5705481,5706920,5755733,1350807,1333127,1333264,1348949,78,68,71,71,1506431,1496872,1497795,1507580,1350885,1333196,1333335,1349020,1630650,1638115,1638369,1632460,3093512,140892,11,588012,96.2048,96.19731,96.19842,96.20465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.libquantum-1343B_4T,meta_selector,0.37191,0.37129,0.36902,0.36945,100000000,100000003,100000001,100000001,268879605,269331894,270987691,270676104,8800603,8824162,8619985,8673909,1706417,1699101,1675908,1688550,99,104,108,120,1123015,1126437,1110474,1115930,1706516,1699206,1676017,1688670,1234290,1239413,1237931,1237210,3222059,119863,15,705794,96.20293,96.20274,96.19582,96.19746,1977409,955633,50024,66.287804,32.035259,1.676932,2983066,0,50024,146349,2511659,265421,122,0
470.lbm-1274B_4T,nopref,0.30383,0.30327,0.30354,0.3035,100000003,100000000,100000002,100000003,329132370,329741570,329442014,329492791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711034,711030,711030,711029,4070983,711034,2029407,1330542,99.79508,99.79514,99.79511,99.79508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.lbm-1274B_4T,spp,0.32943,0.33092,0.32754,0.33108,100000002,100000003,100000001,100000003,303551218,302190572,305307294,302038810,5542995,5561669,5511369,5562579,309641,309615,309740,310461,14,12,12,14,137595,138515,137134,138197,309655,309627,309752,310476,480176,481308,478824,480642,4320298,72734,2146445,1462657,99.79514,99.79507,99.79514,99.79514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.lbm-1274B_4T,bingo,0.34883,0.34575,0.34308,0.34572,100000003,100000003,100000002,100000002,286675633,289229700,291475635,289255492,833899,827701,822555,828415,787250,781802,777399,782417,0,0,0,0,42014,41278,40635,41409,787265,781823,777411,782421,66115,65749,65383,65767,4169821,25676,2022176,1436614,99.79513,99.79509,99.79514,99.79516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.lbm-1274B_4T,mlop,0.33287,0.33498,0.33641,0.33084,100000001,100000003,100000002,100000000,300416217,298523502,297253660,302259276,1430483,1437951,1443049,1423365,804563,808624,811439,800751,6,6,6,6,11855,12047,12142,11608,804581,808630,811456,800772,45180,45315,45352,44999,4225433,33491,2115097,1398959,99.7951,99.79511,99.79513,99.79507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.lbm-1274B_4T,pythia,0.34047,0.34185,0.34197,0.3409,100000003,100000000,100000001,100000003,293710578,292525551,292422500,293342740,2775413,2784524,2785288,2778268,677974,678932,678713,678009,42,42,42,42,121160,122807,123192,121900,678019,678977,678762,678054,165560,166817,167215,166342,4192462,45168,2032289,1449123,99.79514,99.79509,99.79508,99.79504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.lbm-1274B_4T,linucb,0.3296,0.3278,0.33096,0.32447,100000003,100000003,100000000,100000001,303399330,305066422,302153560,308197707,717345,698679,716162,700328,534390,523705,545060,519625,80,74,78,75,4491,7721,3141,5606,534491,523797,545149,519716,270993,285012,265368,286342,4340845,266672,2037312,1592420,99.79506,99.79516,99.79514,99.79514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.lbm-1274B_4T,tsetlin,0.33546,0.34239,0.33787,0.34074,100000000,100000001,100000003,100000002,298102082,292063414,295968372,293477914,1374894,1403226,1402324,1385860,686359,718073,698689,711344,74,73,73,74,83571,45739,90207,45340,686438,718151,698762,711425,144479,128735,147012,128796,4375968,61005,2046374,1618501,99.79507,99.79512,99.79506,99.79512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.lbm-1274B_4T,meta_selector,0.3444,0.33169,0.30681,0.34827,100000003,100000001,100000001,100000000,290356238,301485924,325929303,287136504,1850564,1647501,1466845,1824235,731991,678776,607692,740823,106,106,80,113,36687,33495,12587,20778,732130,678902,607797,740963,157786,175919,205422,152189,4357680,126175,2033450,1613092,99.79508,99.79513,99.79514,99.79511,474992,383333,89336,50.122566,40.450436,9.427,947661,37715,89336,39930,524100,56323,23,0
471.omnetpp-188B_4T,nopref,0.23621,0.23602,0.23605,0.23609,100000001,100000000,100000000,100000000,423346958,423687291,423638072,423574411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859955,1859806,1859213,1860094,1992726,1418065,247845,326816,97.20751,97.20705,97.20717,97.2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.omnetpp-188B_4T,spp,0.24524,0.2453,0.24543,0.24546,100000000,100000000,100000000,100000000,407757624,407663180,407451083,407402438,1517912,1535260,1598827,1542326,59561,59404,59934,59987,7887,7745,7830,7886,17622,17719,17903,17761,67454,67162,67772,67880,1814310,1815032,1814375,1814362,2148835,1174241,261272,194647,97.20705,97.20726,97.20752,97.20749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.omnetpp-188B_4T,bingo,0.26239,0.26218,0.26238,0.26208,100000000,100000002,100000000,100000000,381108839,381413424,381132759,381563906,3469941,3465522,3466955,3465907,574806,574329,574651,574492,226558,226084,225984,226205,35225,34634,35073,34831,801676,800649,800936,800885,1397841,1397391,1397234,1397689,3384149,778230,235968,272944,97.20724,97.20732,97.20723,97.20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.omnetpp-188B_4T,mlop,0.23234,0.23219,0.23264,0.23254,100000002,100000000,100000000,100000000,430402715,430678074,429848273,430038459,2397447,2406454,2404434,2408714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859964,1859370,1859421,1859466,3199355,1146105,221723,316384,97.20748,97.20705,97.20724,97.20724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.omnetpp-188B_4T,pythia,0.24689,0.24724,0.24689,0.24651,100000000,100000000,100000001,100000003,405038781,404462411,405032843,405656140,2451525,2470525,2470939,2430212,599330,614058,602105,588165,1025386,1020978,1031732,1011870,108524,111367,112812,108716,1625778,1636111,1634869,1601008,1432576,1421970,1430829,1439758,2769172,988447,227509,354976,97.20723,97.20593,97.20724,97.20709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.omnetpp-188B_4T,linucb,0.23733,0.23713,0.2371,0.23737,100000002,100000000,100000001,100000003,421359187,421710918,421769669,421284226,2240093,2240990,2242583,2246437,452378,449251,451022,455002,1089219,1082944,1082485,1083338,84828,86928,85679,87842,1542587,1533097,1534347,1539323,1562930,1564125,1563948,1562692,2820178,1121976,220303,354309,97.20727,97.20719,97.20705,97.20721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.omnetpp-188B_4T,tsetlin,0.22494,0.22456,0.22479,0.22441,100000001,100000001,100000001,100000000,444566323,445315579,444855065,445607971,4110592,4090688,4108494,4074819,487456,483170,483793,481249,2584173,2583074,2586252,2573331,76345,74427,76263,73971,3073348,3068087,3071702,3056311,1569655,1569876,1568974,1573291,4081156,1130109,215111,418037,97.20711,97.20747,97.20724,97.20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.omnetpp-188B_4T,meta_selector,0.22918,0.2295,0.2296,0.22944,100000000,100000000,100000000,100000002,436344404,435739302,435541795,435845265,4694832,4700351,4705066,4702520,601492,600487,603480,604676,2501417,2510680,2498198,2493123,107196,106938,108788,109029,3104558,3112863,3103339,3099578,1488736,1491875,1488126,1489232,3980637,1048337,204150,410855,97.20705,97.20723,97.20721,97.20723,1161211,1286310,98372,45.611149,50.524902,3.863949,2545893,96105,98372,111487,1809838,191950,576,0
473.astar-359B_4T,nopref,0.11558,0.11555,0.11558,0.11555,100000003,100000002,100000000,100000001,865233392,865394313,865229258,865422631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060106,2060574,2060837,2061285,4952807,1895044,1315111,1742652,88.05399,88.05447,88.05399,88.0545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473.astar-359B_4T,spp,0.1147,0.1147,0.1147,0.1147,100000001,100000001,100000000,100000001,871821987,871822992,871825036,871804462,2402199,2421796,2412431,2396012,128717,128697,128965,128653,9494,9713,9447,9510,51679,51206,50795,50921,138243,138441,138454,138199,1968159,1968719,1968696,1968173,5636273,1675790,1525254,1811732,88.05452,88.05451,88.05451,88.05444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473.astar-359B_4T,bingo,0.11131,0.1113,0.11135,0.11132,100000002,100000002,100000001,100000000,898366366,898485356,898061041,898302009,13154220,13153401,13111765,13051110,645006,653991,620249,623813,972548,972041,975586,972565,13805,14078,13489,13444,1618805,1627316,1597088,1597659,1618641,1611499,1641708,1635874,10735981,1146526,1628591,2105188,88.05444,88.05471,88.05354,88.05421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473.astar-359B_4T,mlop,0.11899,0.11899,0.119,0.11898,100000000,100000002,100000001,100000000,840380525,840387684,840354930,840477572,2627477,2616470,2598019,2626884,240875,238875,239106,240963,138744,155993,160015,136542,5087,5099,4728,4961,379619,394868,399121,377505,1868125,1870118,1869210,1868548,6975779,1267612,1573109,2148239,88.05423,88.05424,88.05411,88.05453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473.astar-359B_4T,pythia,0.1235,0.12351,0.12351,0.12352,100000001,100000000,100000001,100000000,809711073,809648145,809671323,809598856,5191169,5183319,5189013,5193826,787852,785682,787296,786682,1506615,1506451,1503377,1508555,42838,43241,42825,42723,2295995,2293637,2292212,2296738,1530199,1535134,1529732,1529968,6312498,1208488,1503755,1875437,88.05452,88.05439,88.05443,88.05419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473.astar-359B_4T,linucb,0.1218,0.12176,0.12179,0.1218,100000001,100000001,100000001,100000000,821030614,821263970,821052738,820987752,3781173,3783359,3777756,3801550,608150,560267,615520,595251,1556405,1703206,1541411,1732018,149665,156403,147214,136569,2166103,2265155,2158468,2328825,1667625,1712850,1662555,1688907,6281300,1260697,1490399,1837730,88.054,88.05453,88.05397,88.05386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473.astar-359B_4T,tsetlin,0.10798,0.10797,0.10799,0.10798,100000000,100000002,100000000,100000001,926072156,926161231,926034161,926093407,7188901,7187308,7189053,7170821,408593,402235,400847,399094,5464272,5454206,5469746,5452226,84998,93533,88937,89393,5875354,5858982,5873145,5853811,2133267,2145253,2144597,2142508,9170065,1477342,1522045,1834940,88.05431,88.05463,88.05424,88.0544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
